uniprot_id,name,length,organism,in_alphafold,downloaded
A0A075BXI4,Ribulose bisphosphate carboxylase large chain,184,Baloghia parviflora,True,True
A0A075BXI5,Ribulose bisphosphate carboxylase large chain,184,Dinghoua globularis,True,True
A0A075BXI9,Ribulose bisphosphate carboxylase large chain,184,Helmholtzia acorifolia,True,True
A0A075BXJ0,Ribulose bisphosphate carboxylase large chain,184,Callitris sp. Costion 1641,True,True
A0A075BXJ3,Ribulose bisphosphate carboxylase large chain,188,Cephalaralia cephalobotrys,True,True
A0A075BXJ5,Ribulose bisphosphate carboxylase large chain,184,Dracophyllum sayeri,True,True
A0A075BXJ8,Ribulose bisphosphate carboxylase large chain,188,Ottochloa nodosa,True,True
A0A075BXK2,Ribulose bisphosphate carboxylase large chain,184,Bonamia dietrichiana,True,True
A0A075BXK5,Ribulose bisphosphate carboxylase large chain,188,Lepiderema largiflorens,True,True
A0A075BXK7,Ribulose bisphosphate carboxylase large chain,184,Sacciolepis indica,True,True
A0A075BXK8,Ribulose bisphosphate carboxylase large chain,184,Musgravea heterophylla,True,True
A0A075BXL1,Ribulose bisphosphate carboxylase large chain,188,Notothixos subaureus,True,True
A0A075BXL3,Ribulose bisphosphate carboxylase large chain,188,Cerbera floribunda,False,False
A0A075BXL5,Ribulose bisphosphate carboxylase large chain,184,Leptaspis banksii,True,True
A0A075BXL7,Ribulose bisphosphate carboxylase large chain,146,Peripentadenia phelpsii,True,True
A0A075BXL9,Ribulose bisphosphate carboxylase large chain,184,Opisthiolepis heterophylla,True,True
A0A075BXM3,Ribulose bisphosphate carboxylase large chain,184,Cordyline cannifolia,True,True
A0A075BXM4,Ribulose bisphosphate carboxylase large chain,184,Pseuduvaria froggattii,True,True
A0A075BXM7,Ribulose bisphosphate carboxylase large chain,188,Ichnocarpus frutescens,True,True
A0A075BXM9,Ribulose bisphosphate carboxylase large chain,184,Planchonella euphlebia,True,True
A0A075BXN1,Ribulose bisphosphate carboxylase large chain,188,Levieria acuminata,True,True
A0A075BXN2,Ribulose bisphosphate carboxylase large chain,188,Euodia hylandii,True,True
A0A075BXN4,Ribulose bisphosphate carboxylase large chain,187,Cayratia saponaria,True,True
A0A075BXN5,Ribulose bisphosphate carboxylase large chain,184,Diplatia furcata,True,True
A0A075BXN7,Ribulose bisphosphate carboxylase large chain,184,Daphnandra repandula,True,True
A0A075BXN8,Ribulose bisphosphate carboxylase large chain,187,Romnalda ophiopogonoides,True,True
A0A075BXN9,Ribulose bisphosphate carboxylase large chain,188,Crispiloba disperma,True,True
A0A075BXP0,Ribulose bisphosphate carboxylase large chain,188,Lenbrassia australiana,True,True
A0A075BXP1,Ribulose bisphosphate carboxylase large chain,188,Bombax ceiba var. leiocarpum,True,True
A0A075BXP2,Ribulose bisphosphate carboxylase large chain,184,Pilidiostigma sessile,True,True
A0A075BXP3,Ribulose bisphosphate carboxylase large chain,188,Cnesmocarpon dasyantha,True,True
A0A075BXP4,Ribulose bisphosphate carboxylase large chain,184,Cyanthillium cinereum,True,True
A0A075BXP6,Ribulose bisphosphate carboxylase large chain,188,Sphaerantia discolor,True,True
A0A075BXP7,Ribulose bisphosphate carboxylase large chain,184,Huberantha nitidissima,True,True
A0A075BXP9,Ribulose bisphosphate carboxylase large chain,187,Pachygone ovata,True,True
A0A075BXQ1,Ribulose bisphosphate carboxylase large chain,188,Davidsonia pruriens,True,True
A0A075BXQ3,Ribulose bisphosphate carboxylase large chain,184,Paratrophis australiana,True,True
A0A075BXQ6,Ribulose bisphosphate carboxylase large chain,188,Ximenia americana,True,True
A0A075BXQ7,Ribulose bisphosphate carboxylase large chain,188,Hydriastele wendlandiana,True,True
A0A075BXR0,Ribulose bisphosphate carboxylase large chain,188,Syzygium resa,True,True
A0A075BXR3,Ribulose bisphosphate carboxylase large chain,188,Fontainea picrosperma,True,True
A0A075BXR4,Ribulose bisphosphate carboxylase large chain,188,Blepharocarya involucrigera,True,True
A0A075BXR7,Ribulose bisphosphate carboxylase large chain,188,Ceodes umbellifera,True,True
A0A075BXS0,Ribulose bisphosphate carboxylase large chain,184,Hildaea pallens var. major,True,True
A0A075BXS1,Ribulose bisphosphate carboxylase large chain,186,Claoxylon tenerifolium,True,True
A0A075BXS5,Ribulose bisphosphate carboxylase large chain,188,Eidothea zoexylocarya,True,True
A0A075BXT1,Ribulose bisphosphate carboxylase large chain,184,Carnarvonia araliifolia var. montana,True,True
A0A075BXT3,Ribulose bisphosphate carboxylase large chain,184,Morinda reticulata,True,True
A0A075BXT5,Ribulose bisphosphate carboxylase large chain,186,Alectryon connatus,True,True
A0A075BXT8,Ribulose bisphosphate carboxylase large chain,188,Sphenostemon lobosporus,True,True
A0A075BXT9,Ribulose bisphosphate carboxylase large chain,188,Pendressia wardellii,True,True
A0A075BXU1,Ribulose bisphosphate carboxylase large chain,184,Basilicum polystachyon,True,True
A0A075BXU4,Ribulose bisphosphate carboxylase large chain,184,Hornstedtia scottiana,True,True
A0A075BXU5,Ribulose bisphosphate carboxylase large chain,188,Alchornea thozetiana,True,True
A0A075BXU7,Ribulose bisphosphate carboxylase large chain,184,Flemingia parviflora,True,True
A0A075BXU8,Ribulose bisphosphate carboxylase large chain,184,Alocasia brisbanensis,True,True
A0A075BXV0,Ribulose bisphosphate carboxylase large chain,174,Ailanthus triphysus,True,True
A0A075BXV1,Ribulose bisphosphate carboxylase large chain,188,Geniostoma rupestre var. australianum,True,True
A0A075BXV3,Ribulose bisphosphate carboxylase large chain,184,Neololeba atra,True,True
A0A075BXV4,Ribulose bisphosphate carboxylase large chain,188,Sarcomelicope simplicifolia,True,True
A0A075BXV5,Ribulose bisphosphate carboxylase large chain,184,Legnephora moorei,True,True
A0A075BXV6,Ribulose bisphosphate carboxylase large chain,184,Apocissus hypoglauca,True,True
A0A075BXV7,Ribulose bisphosphate carboxylase large chain,184,Carronia protensa,True,True
A0A075BXV8,Ribulose bisphosphate carboxylase large chain,188,Arytera pauciflora,False,False
A0A075BXW1,Ribulose bisphosphate carboxylase large chain,184,Pandorea pandorana,True,True
A0A075BXW3,Ribulose bisphosphate carboxylase large chain,188,Spiraeanthemum davidsonii,True,True
A0A075BXW4,Ribulose bisphosphate carboxylase large chain,184,Cyrtococcum oxyphyllum,True,True
A0A075BXW5,Ribulose bisphosphate carboxylase large chain,184,Cordia dichotoma,True,True
A0A075BXW7,Ribulose bisphosphate carboxylase large chain,188,Laccospadix australasicus,True,True
A0A075BXW8,Ribulose bisphosphate carboxylase large chain,184,Mallotus mollissimus,True,True
A0A075BXW9,Ribulose bisphosphate carboxylase large chain,184,Siphonodon membranaceus,True,True
A0A075BXX2,Ribulose bisphosphate carboxylase large chain,184,Rhamnella vitiensis,True,True
A0A075BXX3,Ribulose bisphosphate carboxylase large chain,184,Chionanthus axillaris,True,True
A0A075BXX5,Ribulose bisphosphate carboxylase large chain,184,Elatostema reticulatum,True,True
A0A075BXX6,Ribulose bisphosphate carboxylase large chain,184,Adenostemma macrophyllum,True,True
A0A075BXX7,Ribulose bisphosphate carboxylase large chain,188,Acronychia acidula,True,True
A0A075BXY0,Ribulose bisphosphate carboxylase large chain,184,Antirhea sp. Sanderson 480,True,True
A0A075BXY1,Ribulose bisphosphate carboxylase large chain,188,Meiogyne bidwillii,True,True
A0A075BXY2,Ribulose bisphosphate carboxylase large chain,188,Emmenosperma alphitonioides,True,True
A0A075BXY4,Ribulose bisphosphate carboxylase large chain,186,Cymbidium madidum,True,True
A0A075BXY5,Ribulose bisphosphate carboxylase large chain,183,Entolasia stricta,True,True
A0A075BXY6,Ribulose bisphosphate carboxylase large chain,188,Phaleria biflora,True,True
A0A075BXY9,Ribulose bisphosphate carboxylase large chain,188,Hypsophila dielsiana,True,True
A0A075BXZ1,Ribulose bisphosphate carboxylase large chain,188,Dinosperma erythrococca,True,True
A0A075BXZ2,Ribulose bisphosphate carboxylase large chain,184,Motherwellia haplosciadea,True,True
A0A075BXZ3,Ribulose bisphosphate carboxylase large chain,188,Vavaea amicorum,False,False
A0A075BXZ4,Ribulose bisphosphate carboxylase large chain,184,Myristica globosa,True,True
A0A075BXZ7,Ribulose bisphosphate carboxylase large chain,184,Secamone elliptica,True,True
A0A075BXZ8,Ribulose bisphosphate carboxylase large chain,184,Gymnanthera oblonga,True,True
A0A075BY00,Ribulose bisphosphate carboxylase large chain,184,Livistona benthamii,True,True
A0A075BY01,Ribulose bisphosphate carboxylase large chain,187,Uvaria uhrii,True,True
A0A075BY02,Ribulose bisphosphate carboxylase large chain,184,Leea indica,True,True
A0A075BY05,Ribulose bisphosphate carboxylase large chain,184,Atractocarpus hirtus,True,True
A0A075BY06,Ribulose bisphosphate carboxylase large chain,187,Dendrobium baileyi,True,True
A0A075BY08,Ribulose bisphosphate carboxylase large chain,184,Pogonatherum crinitum,True,True
A0A075BY09,Ribulose bisphosphate carboxylase large chain,188,Allocasuarina torulosa,True,True
A0A075BY10,Ribulose bisphosphate carboxylase large chain,188,Semecarpus australiensis,False,False
A0A075BY13,Ribulose bisphosphate carboxylase large chain,188,Cyrtandra baileyi,True,True
A0A075BY15,Ribulose bisphosphate carboxylase large chain,184,Apodytes brachystylis,True,True
A0A075BY16,Ribulose bisphosphate carboxylase large chain,188,Musa banksii,True,True
A0A075BY19,Ribulose bisphosphate carboxylase large chain,187,Rhaphidophora australasica,True,True
A0A075BY20,Ribulose bisphosphate carboxylase large chain,174,Cupaniopsis foveolata,True,True
A0A075BY22,Ribulose bisphosphate carboxylase large chain,188,Palmeria scandens,True,True
A0A075BY23,Ribulose bisphosphate carboxylase large chain,184,Beilschmiedia bancroftii,True,True
A0A075BY25,Ribulose bisphosphate carboxylase large chain,187,Buchanania arborescens,True,True
A0A075BY27,Ribulose bisphosphate carboxylase large chain,184,Oenanthe javanica,True,True
A0A075BY28,Ribulose bisphosphate carboxylase large chain,184,Glossocarya hemiderma,True,True
A0A075BY29,Ribulose bisphosphate carboxylase large chain,184,Cochlospermum gillivraei,True,True
A0A075BY32,Ribulose bisphosphate carboxylase large chain,184,Aphananthe philippinensis,True,True
A0A075BY33,Ribulose bisphosphate carboxylase large chain,184,Mackinlaya confusa,True,True
A0A075BY35,Ribulose bisphosphate carboxylase large chain,184,Homalanthus novoguineensis,True,True
A0A075BY36,Ribulose bisphosphate carboxylase large chain,184,Rhodamnia blairiana,True,True
A0A075BY38,Ribulose bisphosphate carboxylase large chain,186,Decalobanthus peltatus,True,True
A0A075BY40,Ribulose bisphosphate carboxylase large chain,188,Breynia macrantha,True,True
A0A075BY42,Ribulose bisphosphate carboxylase large chain,184,Castanospermum australe,True,True
A0A075BY43,Ribulose bisphosphate carboxylase large chain,184,Scleria brownii,True,True
A0A075BY44,Ribulose bisphosphate carboxylase large chain,184,Quintinia quatrefagesii,True,True
A0A075BY45,Ribulose bisphosphate carboxylase large chain,184,Scaevola enantophylla,True,True
A0A075BY47,Ribulose bisphosphate carboxylase large chain,184,Senna coronilloides,True,True
A0A075BY49,Ribulose bisphosphate carboxylase large chain,187,Helicteres isora,True,True
A0A075BY50,Ribulose bisphosphate carboxylase large chain,186,Flueggea leucopyrus,True,True
A0A075BY51,Ribulose bisphosphate carboxylase large chain,184,Zanthoxylum ovalifolium,True,True
A0A075BY53,Ribulose bisphosphate carboxylase large chain,184,Euroschinus falcatus,True,True
A0A075BY55,Ribulose bisphosphate carboxylase large chain,188,Proiphys sp. Harrington D1814,True,True
A0A075BY56,Ribulose bisphosphate carboxylase large chain,177,Tapeinochilos ananassae,True,True
A0A075BY57,Ribulose bisphosphate carboxylase large chain,184,Xylosma terrae-reginae,True,True
A0A075BY59,Ribulose bisphosphate carboxylase large chain,184,Wrightia laevis,True,True
A0A075BY60,Ribulose bisphosphate carboxylase large chain,184,Tabernaemontana pandacaqui,True,True
A0A075BY61,Ribulose bisphosphate carboxylase large chain,186,Palaquium galactoxylon,True,True
A0A075BY62,Ribulose bisphosphate carboxylase large chain,188,Ophiorrhiza australiana,True,True
A0A075BY64,Ribulose bisphosphate carboxylase large chain,188,Psydrax lamprophylla,True,True
A0A075BY65,Ribulose bisphosphate carboxylase large chain,184,Citronella smythii,True,True
A0A075BY66,Ribulose bisphosphate carboxylase large chain,188,Thespesia populneoides,True,True
A0A075BY67,Ribulose bisphosphate carboxylase large chain,188,Castanospora alphandii,True,True
A0A075BY68,Ribulose bisphosphate carboxylase large chain,188,Lagerstroemia archeriana,True,True
A0A075BY71,Ribulose bisphosphate carboxylase large chain,184,Liparis bracteata,True,True
A0A075BY73,Ribulose bisphosphate carboxylase large chain,188,Clerodendrum floribundum var. ovatum,True,True
A0A075BY75,Ribulose bisphosphate carboxylase large chain,187,Pararistolochia australopithecurus,True,True
A0A075BY77,Ribulose bisphosphate carboxylase large chain,173,Cynometra iripa,True,True
A0A075BY79,Ribulose bisphosphate carboxylase large chain,177,Bulbophyllum gadgarrense,True,True
A0A075BY81,Ribulose bisphosphate carboxylase large chain,184,Trophis scandens,True,True
A0A075BY83,Ribulose bisphosphate carboxylase large chain,188,Alstonia muelleriana,True,True
A0A075BY85,Ribulose bisphosphate carboxylase large chain,188,Auranticarpa papyracea,True,True
A0A075BY86,Ribulose bisphosphate carboxylase large chain,184,Dichapetalum papuanum,True,True
A0A075BY89,Ribulose bisphosphate carboxylase large chain,174,Gymnostachys anceps,True,True
A0A075BY90,Ribulose bisphosphate carboxylase large chain,184,Sarcotoechia cuneata,True,True
A0A075BY92,Ribulose bisphosphate carboxylase large chain,187,Dimorphocalyx australiensis,False,False
A0A075BY93,Ribulose bisphosphate carboxylase large chain,186,Garuga floribunda,True,True
A0A075BY95,Ribulose bisphosphate carboxylase large chain,188,Gouania australiana,True,True
A0A075BY96,Ribulose bisphosphate carboxylase large chain,184,Ancistrachne uncinulata,True,True
A0A075BY99,Ribulose bisphosphate carboxylase large chain,188,Procris pedunculata,True,True
A0A075BYA0,Ribulose bisphosphate carboxylase large chain,184,Macropteranthes montana,True,True
A0A075BYA1,Ribulose bisphosphate carboxylase large chain,184,Timonius singularis,True,True
A0A075BYA2,Ribulose bisphosphate carboxylase large chain,187,Plectorrhiza brevilabris,True,True
A0A075BYA5,Ribulose bisphosphate carboxylase large chain,184,Aglaia argentea,True,True
A0A075BYA6,Ribulose bisphosphate carboxylase large chain,188,Sundacarpus amarus,True,True
A0A075BYA8,Ribulose bisphosphate carboxylase large chain,184,Myoporum montanum,True,True
A0A075BYB0,Ribulose bisphosphate carboxylase large chain,184,Wilkiea angustifolia,True,True
A0A075BYB2,Ribulose bisphosphate carboxylase large chain,184,Oxera splendida,True,True
A0A075BYB3,Ribulose bisphosphate carboxylase large chain,187,Phreatia micrantha,False,False
A0A075BYB4,Ribulose bisphosphate carboxylase large chain,184,Didymocheton gaudichaudianus,True,True
A0A075BYB7,Ribulose bisphosphate carboxylase large chain,184,Phaleria octandra,True,True
A0A075BYB8,Ribulose bisphosphate carboxylase large chain,179,Dianella atraxis,True,True
A0A075BYB9,Ribulose bisphosphate carboxylase large chain,186,Intsia bijuga,True,True
A0A075BYC1,Ribulose bisphosphate carboxylase large chain,184,Caesalpinia traceyi,True,True
A0A075BYC3,Ribulose bisphosphate carboxylase large chain,188,Bursaria incana,True,True
A0A075BYC6,Ribulose bisphosphate carboxylase large chain,184,Darlingia darlingiana,True,True
A0A075BYC8,Ribulose bisphosphate carboxylase large chain,188,Borya septentrionalis,True,True
A0A075BYD0,Ribulose bisphosphate carboxylase large chain,188,Xanthostemon whitei,True,True
A0A075BYD2,Ribulose bisphosphate carboxylase large chain,184,Ipomoea velutina,True,True
A0A075BYD6,Ribulose bisphosphate carboxylase large chain,184,Stephania japonica,True,True
A0A075BYD7,Ribulose bisphosphate carboxylase large chain,186,Clausena brevistyla,True,True
A0A075BYE0,Ribulose bisphosphate carboxylase large chain,184,Erycibe coccinea,True,True
A0A075BYE3,Ribulose bisphosphate carboxylase large chain,187,Neostrearia fleckeri,True,True
A0A075BYE5,Ribulose bisphosphate carboxylase large chain,184,Codiaeum variegatum,True,True
A0A075BYE6,Ribulose bisphosphate carboxylase large chain,184,Polyosma alangiacea,True,True
A0A075BYE7,Ribulose bisphosphate carboxylase large chain,184,Tarenna dallachiana,True,True
A0A075BYE9,Ribulose bisphosphate carboxylase large chain,188,Elaeodendron melanocarpum,True,True
A0A075BYF0,Ribulose bisphosphate carboxylase large chain,188,Amyema villiflora subsp. tomentilla,True,True
A0A075BYF1,Ribulose bisphosphate carboxylase large chain,184,Gossia shepherdii,True,True
A0A075BYF2,Ribulose bisphosphate carboxylase large chain,184,Carex horsfieldii,True,True
A0A075BYF4,Ribulose bisphosphate carboxylase large chain,184,Ardisia pachyrrhachis,True,True
A0A075BYF5,Ribulose bisphosphate carboxylase large chain,188,Zieria madida,True,True
A0A075BYF6,Ribulose bisphosphate carboxylase large chain,186,Elattostachys microcarpa,True,True
A0A075BYF7,Ribulose bisphosphate carboxylase large chain,184,Eupomatia laurina,True,True
A0A075BYF9,Ribulose bisphosphate carboxylase large chain,184,Santalum lanceolatum,True,True
A0A075BYG0,Ribulose bisphosphate carboxylase large chain,188,Erythrina variegata,True,True
A0A075BYG1,Ribulose bisphosphate carboxylase large chain,187,Dienia ophrydis,False,False
A0A075BYG2,Ribulose bisphosphate carboxylase large chain,188,Colubrina asiatica,True,True
A0A075BYG5,Ribulose bisphosphate carboxylase large chain,188,Ligustrum australianum,True,True
A0A075BYG6,Ribulose bisphosphate carboxylase large chain,184,Lycianthes shanesii,True,True
A0A075BYG8,Ribulose bisphosphate carboxylase large chain,184,Abrus precatorius,True,True
A0A075BYG9,Ribulose bisphosphate carboxylase large chain,184,Boea kinnearii,True,True
A0A075BYH0,Ribulose bisphosphate carboxylase large chain,188,Hollandaea sayeriana,True,True
A0A075BYH1,Ribulose bisphosphate carboxylase large chain,184,Doryphora aromatica,True,True
A0A075BYH3,Ribulose bisphosphate carboxylase large chain,188,Wikstroemia indica,True,True
A0A075BYH4,Ribulose bisphosphate carboxylase large chain,184,Bubbia queenslandiana,True,True
A0A075BYH5,Ribulose bisphosphate carboxylase large chain,184,Mullerochloa moreheadiana,True,True
A0A075BYH6,Ribulose bisphosphate carboxylase large chain,186,Abutilon oxycarpum,True,True
A0A075BYH8,Ribulose bisphosphate carboxylase large chain,187,Eustrephus latifolius,True,True
A0A075BYH9,Ribulose bisphosphate carboxylase large chain,188,Synima reynoldsiae,True,True
A0A075BYI0,Ribulose bisphosphate carboxylase large chain,184,Hexaspora pubescens,True,True
A0A075BYI1,Ribulose bisphosphate carboxylase large chain,184,Diospyros hebecarpa,True,True
A0A075BYI3,Ribulose bisphosphate carboxylase large chain,184,Sloanea australis subsp. parviflora,True,True
A0A075BYI4,Ribulose bisphosphate carboxylase large chain,184,Archidendron grandiflorum,True,True
A0A075BYI5,Ribulose bisphosphate carboxylase large chain,184,Normanbya normanbyi,True,True
A0A075BYI6,Ribulose bisphosphate carboxylase large chain,184,Choriceras tricorne,True,True
A0A075BYI7,Ribulose bisphosphate carboxylase large chain,188,Carallia brachiata,True,True
A0A075BYI8,Ribulose bisphosphate carboxylase large chain,184,Melodinus baccellianus,True,True
A0A075BYJ0,Ribulose bisphosphate carboxylase large chain,184,Van-royena castanosperma,True,True
A0A075BYJ1,Ribulose bisphosphate carboxylase large chain,184,Rhynchosia minima,True,True
A0A075BYJ2,Ribulose bisphosphate carboxylase large chain,186,Archidendropsis sp. Ford 3595,True,True
A0A075BYJ3,Ribulose bisphosphate carboxylase large chain,158,Syncarpia glomulifera,True,True
A0A075BYJ4,Ribulose bisphosphate carboxylase large chain,188,Smilax glycophylla,True,True
A0A075BYJ5,Ribulose bisphosphate carboxylase large chain,188,Hylandia dockrillii,True,True
A0A075BYJ6,Ribulose bisphosphate carboxylase large chain,184,Canavalia papuana,True,True
A0A075BYJ8,Ribulose bisphosphate carboxylase large chain,184,Turraea pubescens,True,True
A0A075BYJ9,Ribulose bisphosphate carboxylase large chain,188,Lasjia claudiensis,True,True
A0A075BYK0,Ribulose bisphosphate carboxylase large chain,188,Calophyllum sil,True,True
A0A075BYK1,Ribulose bisphosphate carboxylase large chain,184,Sphalmium racemosum,True,True
A0A075BYK3,Ribulose bisphosphate carboxylase large chain,188,Melaleuca stenostachya,True,True
A0A075BYK4,Ribulose bisphosphate carboxylase large chain,184,Dischidia nummularia,True,True
A0A075BYK5,Ribulose bisphosphate carboxylase large chain,184,Steganthera laxiflora,True,True
A0A075BYK6,Ribulose bisphosphate carboxylase large chain,188,Ochrosia poweri,True,True
A0A075BYK7,Ribulose bisphosphate carboxylase large chain,187,Brucea javanica,True,True
A0A075BYK9,Ribulose bisphosphate carboxylase large chain,188,Eucalyptus pellita,True,True
A0A075BYL0,Ribulose bisphosphate carboxylase large chain,188,Flacourtia sp. WCRJ H86,True,True
A0A075BYL2,Ribulose bisphosphate carboxylase large chain,187,Cassia queenslandica,True,True
A0A075BYL3,Ribulose bisphosphate carboxylase large chain,184,Pennantia cunninghamii,True,True
A0A075BYL4,Ribulose bisphosphate carboxylase large chain,184,Persicaria barbata,False,False
A0A075BYL5,Ribulose bisphosphate carboxylase large chain,188,Gymnostoma australianum,True,True
A0A075BYL6,Ribulose bisphosphate carboxylase large chain,188,Banksia aquilonia,True,True
A0A075BYL7,Ribulose bisphosphate carboxylase large chain,184,Cynometra lenticellata,True,True
A0A075BYL8,Ribulose bisphosphate carboxylase large chain,184,Myrsine achradifolia,True,True
A0A075BYL9,Ribulose bisphosphate carboxylase large chain,183,Pararchidendron pruinosum,True,True
A0A075BYM0,Ribulose bisphosphate carboxylase large chain,188,Tasmannia membranea,False,False
A0A075BYM2,Ribulose bisphosphate carboxylase large chain,184,Rubus queenslandicus,True,True
A0A075BYM4,Ribulose bisphosphate carboxylase large chain,184,Adenanthera pavonina,True,True
A0A075BYM8,Ribulose bisphosphate carboxylase large chain,184,Austromuellera trinervia,True,True
A0A075BYN1,Ribulose bisphosphate carboxylase large chain,184,Bridelia tomentosa,True,True
A0A075BYN3,Ribulose bisphosphate carboxylase large chain,184,Toechima erythrocarpum,True,True
A0A075BYN4,Ribulose bisphosphate carboxylase large chain,188,Planchonia careya,True,True
A0A075BYN6,Ribulose bisphosphate carboxylase large chain,184,Curcuma australasica,True,True
A0A075BYN9,Ribulose bisphosphate carboxylase large chain,188,Ternstroemia cherryi,True,True
A0A075BYP3,Ribulose bisphosphate carboxylase large chain,188,Gynochthodes retropila,False,False
A0A075BYP4,Ribulose bisphosphate carboxylase large chain,184,Lindsayomyrtus racemoides,True,True
A0A075BYP9,Ribulose bisphosphate carboxylase large chain,187,Freycinetia scandens,True,True
A0A075BYQ1,Ribulose bisphosphate carboxylase large chain,184,Gmelina fasciculiflora,True,True
A0A075BYQ3,Ribulose bisphosphate carboxylase large chain,188,Talipariti tiliaceum,True,True
A0A075BYQ6,Ribulose bisphosphate carboxylase large chain,184,Aceratium ferrugineum,True,True
A0A075BYQ8,Ribulose bisphosphate carboxylase large chain,187,Dioscorea alata,False,False
A0A075BYR0,Ribulose bisphosphate carboxylase large chain,184,Syzygium unipunctatum,True,True
A0A075BYR6,Ribulose bisphosphate carboxylase large chain,184,Gardenia ovularis,True,True
A0A075BYS6,Ribulose bisphosphate carboxylase large chain,184,Oraniopsis appendiculata,True,True
A0A075BYT0,Ribulose bisphosphate carboxylase large chain,188,Austrobuxus megacarpus,True,True
A0A075BYT5,Ribulose bisphosphate carboxylase large chain,184,Garcinia sp. (Davies Creek J.G.Tracey 14745),True,True
A0A075BYT9,Ribulose bisphosphate carboxylase large chain,184,Erythroxylum ecarinatum,True,True
A0A075BYU3,Ribulose bisphosphate carboxylase large chain,184,Panicum mitchellii,True,True
A0A075BYU6,Ribulose bisphosphate carboxylase large chain,187,Epipremnum pinnatum,True,True
A0A075BYU9,Ribulose bisphosphate carboxylase large chain,184,Hoya australis subsp. tenuipes,True,True
A0A075BZ20,Ribulose bisphosphate carboxylase large chain,184,Falcataria toona,True,True
A0A075BZ22,Ribulose bisphosphate carboxylase large chain,183,Maesa dependens,True,True
A0A075BZ26,Ribulose bisphosphate carboxylase large chain,188,Acrothamnus spathaceus,True,True
A0A075BZ29,Ribulose bisphosphate carboxylase large chain,184,Licuala ramsayi,True,True
A0A075BZ31,Ribulose bisphosphate carboxylase large chain,188,Callicarpa longifolia,True,True
A0A075BZ33,Ribulose bisphosphate carboxylase large chain,174,Alpinia modesta,True,True
A0A075BZ34,Ribulose bisphosphate carboxylase large chain,184,Backhousia enata,True,True
A0A075BZ36,Ribulose bisphosphate carboxylase large chain,184,Lepidozamia hopei,True,True
A0A075BZ39,Ribulose bisphosphate carboxylase large chain,184,Homalium circumpinnatum,True,True
A0A075BZ40,Ribulose bisphosphate carboxylase large chain,187,Lindera queenslandica,True,True
A0A075BZ41,Ribulose bisphosphate carboxylase large chain,188,Mimusops elengi,True,True
A0A075BZ42,Ribulose bisphosphate carboxylase large chain,188,Decaspermum humile,True,True
A0A075BZ44,Ribulose bisphosphate carboxylase large chain,184,Actephila foetida,True,True
A0A075BZ45,Ribulose bisphosphate carboxylase large chain,188,Perrottetia arborescens,True,True
A0A075BZ46,Ribulose bisphosphate carboxylase large chain,184,Harpullia rhyticarpa,True,True
A0A075BZ47,Ribulose bisphosphate carboxylase large chain,184,Vandasina retusa,True,True
A0A075BZ48,Ribulose bisphosphate carboxylase large chain,184,Pongamia pinnata,True,True
A0A075BZ50,Ribulose bisphosphate carboxylase large chain,184,Neorites kevedianus,True,True
A0A075BZ52,Ribulose bisphosphate carboxylase large chain,188,Embelia australiana,True,True
A0A075BZ54,Ribulose bisphosphate carboxylase large chain,188,Grevillea baileyana,True,True
A0A075BZ56,Ribulose bisphosphate carboxylase large chain,187,Salacia chinensis,True,True
A0A075BZ58,Ribulose bisphosphate carboxylase large chain,174,Memecylon pauciflorum,True,True
A0A075BZ61,Ribulose bisphosphate carboxylase large chain,175,Macropsychanthus hexander,True,True
A0A075BZ63,Ribulose bisphosphate carboxylase large chain,184,Austrosteenisia sp. Costion 2123,True,True
A0A075BZ65,Ribulose bisphosphate carboxylase large chain,188,Parsonsia velutina,True,True
A0A075BZ67,Ribulose bisphosphate carboxylase large chain,188,Gossia hillii,True,True
A0A075BZ68,Ribulose bisphosphate carboxylase large chain,184,Premna serratifolia,True,True
A0A075BZ69,Ribulose bisphosphate carboxylase large chain,188,Athertonia diversifolia,False,False
A0A075BZ71,Ribulose bisphosphate carboxylase large chain,188,Tapeinosperma pallidum,True,True
A0A075BZ72,Ribulose bisphosphate carboxylase large chain,188,Idiospermum australiense,True,True
A0A075BZ73,Ribulose bisphosphate carboxylase large chain,184,Geitonoplesium cymosum,True,True
A0A075BZ76,Ribulose bisphosphate carboxylase large chain,184,Balanops australiana,True,True
A0A075BZ78,Ribulose bisphosphate carboxylase large chain,186,Calamus moti,True,True
A0A075BZ80,Ribulose bisphosphate carboxylase large chain,178,Glochidion harveyanum,False,False
A0A075BZ83,Ribulose bisphosphate carboxylase large chain,184,Dendrocnide photinophylla,True,True
A0A075BZ85,Ribulose bisphosphate carboxylase large chain,184,Prunus turneriana,True,True
A0A075BZ88,Ribulose bisphosphate carboxylase large chain,188,Sersalisia sessiliflora,True,True
A0A075BZ90,Ribulose bisphosphate carboxylase large chain,188,Argophyllum cryptophlebum,True,True
A0A075BZ92,Ribulose bisphosphate carboxylase large chain,184,Mapania macrocephala,True,True
A0A075BZ95,Ribulose bisphosphate carboxylase large chain,188,Ceratopetalum succirubrum,True,True
A0A075BZ97,Ribulose bisphosphate carboxylase large chain,188,Cananga odorata,True,True
A0A075BZA0,Ribulose bisphosphate carboxylase large chain,173,Centella asiatica,True,True
A0A075BZA2,Ribulose bisphosphate carboxylase large chain,186,Clematis pickeringii,True,True
